id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi_times,roi_currency,roi_percentage
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1696507857,59001.0,9045062079,15,9045062079,89909959,59376.0,58602.0,236.55,0.40254,57068704.0,0.63494,153304.87275447,153304.87275447,153304.87275447,73505.0,-19.89184,2024-03-14T07:10:23.403Z,3139.17,1775.77738,2019-04-02T00:00:00.000Z,,2024-08-31T18:15:35.086Z,,,
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.382e-05,8134034096,16,13803539723,193578639,1.407e-05,1.373e-05,1.9409e-08,0.14067,18633830.0,0.22961,589261208191684.6,999982345555359.0,,8.616e-05,-83.97859,2021-10-28T03:54:55.568Z,5.6366e-11,24489413.27558,2020-11-28T11:26:25.838Z,,2024-08-31T18:15:32.965Z,,,
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2505.08,7301333693,17,7301333693,386451871,2534.44,2475.01,30.07,1.21501,102790244.0,1.42793,2915739.67729949,2915739.67729949,,4799.89,-47.83411,2021-11-09T00:00:00.000Z,82.1,2949.69902,2018-12-15T00:00:00.000Z,,2024-08-31T18:15:34.622Z,,,
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,11.04,6679995650,18,10985028721,192784920,11.2,10.85,0.188984,1.74229,108148413.0,1.64563,608099971.3083414,1000000000.0,1000000000.0,52.7,-79.13823,2021-05-10T00:13:57.214Z,0.148183,7318.81858,2017-11-29T00:00:00.000Z,,2024-08-31T18:15:40.115Z,,,
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,322.34,6367263057,19,6768722895,103558705,326.66,320.18,-0.3530916835326252,-0.10942,-7257461.752313614,-0.11385,19754468.6466508,21000000.0,21000000.0,3785.82,-91.51137,2017-12-20T00:00:00.000Z,76.93,317.70968,2018-12-16T00:00:00.000Z,,2024-08-31T18:15:36.557Z,,,
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,4.25,5968596686,20,6311969158,89785729,4.31,4.21,0.04174965,0.9913,54105834.0,0.9148,1406963848.17385,1487906267.21065,,54.98,-92.28403,2021-11-04T14:10:09.301Z,2.7,57.27088,2020-08-20T05:48:11.359Z,,2024-08-31T18:15:31.552Z,,,
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,5.81,5375993645,21,5722389290,392785,5.85,5.76,0.0004983,0.00858,6241575.0,0.11624,925599612.9,985239504.0,,8.14,-28.3245,2022-02-08T17:40:10.285Z,0.799859,629.00935,2019-12-24T15:14:35.376Z,,2024-08-31T18:15:39.633Z,,,
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999333,5340257703,22,5340257703,31443905,1.004,0.998263,-0.001127325361006126,-0.11268,-5140016.336064339,-0.09616,5346141275.83096,5346141275.83096,,1.22,-18.02893,2020-03-13T03:02:50.373Z,0.88196,13.28978,2023-03-11T07:50:50.514Z,,2024-08-31T18:15:38.302Z,,,
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,65.27,4890255374,23,5482758245,350406350,66.28,62.91,2.36,3.74543,181709683.0,3.85915,74922408.2334713,84000000.0,84000000.0,410.26,-84.10302,2021-05-10T03:13:07.904Z,1.15,5576.92636,2015-01-14T00:00:00.000Z,,2024-08-31T18:15:40.176Z,,,
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.99,4505816758,24,5977734166,101602889,6.0,5.75,0.23593,4.10048,185742393.0,4.29952,753766667.0,1000000000.0,1000000000.0,44.92,-86.70693,2021-05-03T05:25:04.822Z,1.03,479.6114,2020-09-17T01:20:38.214Z,,2024-08-31T18:15:33.271Z,,,
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,4.04,4472698976,25,4779979419,156421009,4.16,3.99,-0.005105579055024735,-0.1262,1220613.0,0.0273,1107181322.94878,1183246170.6779,,20.44,-80.42212,2022-01-16T22:09:45.873Z,0.526762,659.61192,2020-11-04T16:09:15.137Z,,2024-08-31T18:15:30.756Z,,,
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,2620.95,4069276219,26,4069276219,19937735,2654.32,2594.99,25.96,1.00037,59620304.0,1.48692,1552402.38558546,1552402.38558546,,4196.87,-37.48139,2024-03-13T08:29:59.938Z,2231.18,17.59837,2024-01-08T03:35:28.624Z,,2024-08-31T18:15:33.403Z,,,
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.164212,4038726856,27,4038931275,30922766,0.16781,0.163406,-0.000234891765239414,-0.14284,-527358.5565342903,-0.01306,24581759996.2244,24583004194.0968,28704026601.0,0.207411,-20.73607,2024-08-01T00:40:47.164Z,0.00017105,96013.72769,2022-05-26T14:42:59.316Z,,2024-08-31T18:15:40.966Z,,,
matic-network,matic,Polygon,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,0.420493,3904400820,28,4205994351,178302331,0.426305,0.412176,0.00831663,2.01774,82970267.0,2.17118,9282943566.203985,10000000000.0,10000000000.0,2.92,-85.61132,2021-12-27T02:08:34.307Z,0.00314376,13247.44441,2019-05-10T00:00:00.000Z,,2024-08-31T18:15:41.717Z,158.88319902258442,usd,15888.319902258441
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,7.52,3531506794,29,3929859356,62336873,7.71,7.45,0.067082,0.89951,36672245.0,1.04933,469293014.509179,522229079.977274,,700.65,-98.93228,2021-05-10T16:05:53.653Z,2.87,161.11297,2023-09-22T00:29:57.369Z,,2024-08-31T18:15:39.547Z,,,
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,7.59e-06,3194440690,30,3194440690,695772046,7.85e-06,7.54e-06,3.9489e-08,0.52276,20698286.0,0.65217,420690000000000.0,420690000000000.0,420690000000000.0,1.717e-05,-55.80835,2024-05-27T08:30:07.709Z,5.5142e-08,13657.13227,2023-04-18T02:14:41.591Z,,2024-08-31T18:15:31.300Z,,,
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,170.57,3147655459,31,3147655459,88415205,172.2,161.76,4.87,2.93759,93010724.0,3.04489,18446744.0737096,18446744.0737096,,542.33,-68.32466,2018-01-09T00:00:00.000Z,0.216177,79364.39434,2015-01-14T00:00:00.000Z,,2024-08-31T18:15:40.281Z,,,
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,6.47,3140645522,32,7201109461,148175603,6.86,6.4,-0.19023027240258195,-2.85577,-91835392.21972752,-2.84102,485701088.87257,1113652171.83422,,19.92,-67.6993,2023-01-26T14:25:17.390Z,3.08,108.92386,2022-12-29T21:35:14.796Z,,2024-08-31T18:15:34.556Z,,,
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.17,2956140392,33,3084580919,309035617,1.24,1.12,0.053129,4.73974,147238736.0,5.24186,2521012371.0,2630547141.0,2630547141.0,3.45,-66.09353,2024-03-28T17:21:18.050Z,0.00816959,14235.84036,2020-03-13T02:24:18.347Z,,2024-08-31T18:15:38.264Z,12.541687391780034,usd,1254.1687391780035
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/USDE.png?1716355685,0.998506,2834360725,34,2834360725,21756828,1.0,0.997468,-0.000736664765313089,-0.07372,-6665608.914473534,-0.23462,2838577461.30467,2838577461.30467,,1.032,-3.16268,2023-12-20T15:38:34.596Z,0.965354,3.53097,2024-04-13T20:11:19.603Z,,2024-08-31T18:15:37.341Z,,,
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/firstfigital.jpeg?1696529912,1.001,2803611682,35,2803611682,2089550791,1.015,0.995175,-0.002279760317352775,-0.2272,-2887038.789229393,-0.10287,2799054880.66,2799054880.66,,1.089,-7.9894,2024-05-20T19:42:15.377Z,0.942129,6.31083,2023-08-17T21:55:41.478Z,,2024-08-31T18:15:38.428Z,,,
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1696501482,0.092282,2724473645,36,4616403987,30657496,0.093603,0.092009,-0.000127279490343621,-0.13774,1769354.0,0.06499,29509668374.916,50001786946.5427,50001786946.5427,0.875563,-89.4584,2018-01-03T00:00:00.000Z,0.00047612,19285.38605,2015-03-05T00:00:00.000Z,,2024-08-31T18:15:34.160Z,,,
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,18.32,2722092158,37,3860869832,72459854,18.63,18.23,0.02852448,0.15598,5704090.0,0.20999,148553264.603875,210700000.0,210700000.0,167.09,-89.04999,2021-05-06T18:34:22.133Z,0.615038,2874.75426,2016-07-25T00:00:00.000Z,,2024-08-31T18:15:37.640Z,39.70172791189182,usd,3970.172791189182
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,1.53,2266001377,38,2775701593,23633285,1.58,1.52,-0.007817141148843243,-0.5093,-8809602.072600365,-0.38727,1484161883.11866,1818000000.0,1818000000.0,3.86,-60.56515,2024-04-01T12:34:58.342Z,0.04559639,3242.12743,2020-03-13T02:29:26.415Z,,2024-08-31T18:15:36.875Z,11.7255812497226,usd,1172.55812497226
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,36.69,2201980289,39,8659569534,2331195,36.94,36.47,0.204253,0.55974,13598812.0,0.62141,60000000.0,235957685.3,300000000.0,73.8,-50.21095,2024-03-14T00:30:12.502Z,0.580608,6228.88064,2019-01-14T00:00:00.000Z,,2024-08-31T18:15:41.029Z,,,
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.080263,2160080871,40,2407726211,3144007,0.081689,0.080218,-8.4487580500114e-05,-0.10515,6818440.0,0.31666,26914366690.888,30000000000.0,,0.965407,-91.67964,2021-11-24T15:53:54.855Z,0.0121196,562.77269,2019-02-08T00:00:00.000Z,,2024-08-31T18:15:37.062Z,,,
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,1.35,2119107994,41,2694652284,74613550,1.5,1.34,-0.011035741502997356,-0.81282,-12040531.069434404,-0.56498,1572824817.3898141,2000000000.0,2000000000.0,9.52,-85.89076,2021-11-26T01:03:01.536Z,0.378055,255.29,2022-12-31T07:36:37.649Z,,2024-08-31T18:15:39.149Z,,,
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,3.57,2078229964,42,6993475737,111371704,3.67,3.54,0.00878199,0.24669,8421028.0,0.40685,582445573.0,1959994348.0,1959994348.0,236.84,-98.50001,2021-04-01T13:29:41.564Z,2.64,34.51792,2022-12-16T22:45:28.552Z,,2024-08-31T18:15:38.008Z,,,
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,0.797099,2069191895,44,7970428537,144827501,0.835623,0.787253,-0.005570362212646063,-0.69398,-12714124.690148592,-0.6107,2596086126.65889,10000000000.0,10000000000.0,2.17,-63.50166,2024-03-27T17:46:02.608Z,0.364846,117.18821,2023-10-19T10:40:30.078Z,,2024-08-31T18:15:37.063Z,,,
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,282.49,2063136884,43,5926898172,59922141,292.15,276.3,6.19,2.24137,57364766.0,2.85998,7310042.0,21000000.0,21000000.0,757.6,-62.73718,2024-03-07T18:45:36.466Z,30.83,815.68358,2023-05-14T08:57:53.732Z,,2024-08-31T18:15:36.650Z,,,
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,5.03,1973112634,46,2675765632,77240653,5.33,4.99,-0.08922526742734682,-1.7439,-31427164.831692934,-1.5678,392459381.455492,532219654.735492,,13.53,-63.01125,2024-03-17T16:30:24.636Z,0.03665669,13557.29937,2020-06-16T13:22:25.900Z,,2024-08-31T18:15:41.708Z,,,
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/token-logo.png?1696529819,0.601735,1966134896,45,3743069569,55792259,0.612337,0.595543,0.00619191,1.03971,37063310.0,1.9213,3266841707.83684,6219316794.99,6219316794.99,1.54,-60.84545,2024-04-08T09:45:25.482Z,0.307978,95.62345,2023-10-18T02:50:46.942Z,,2024-08-31T18:15:40.002Z,,,
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,130.14,1942690853,47,2082473693,291342368,133.32,123.0,7.13,5.79863,112169178.0,6.12772,14926024.636912005,16000000.0,16000000.0,661.69,-80.38974,2021-05-18T21:19:59.514Z,26.02,398.62958,2020-11-05T09:20:11.928Z,,2024-08-31T18:15:34.923Z,,,
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.04991019,1791222910,48,2496373217,23304027,0.051671,0.04963256,-0.000614855713942847,-1.21693,-19758178.754722357,-1.09102,35876504721.7183,50000000000.0,50000000000.0,0.569229,-91.24872,2021-09-15T10:40:28.318Z,0.00986111,405.16415,2020-01-02T17:30:24.852Z,,2024-08-31T18:15:38.801Z,,,
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.511219,1783208787,49,5100523112,105056244,0.518112,0.503015,0.00820427,1.63102,31449247.0,1.79529,3496129217.0,10000000000.0,10000000000.0,2.39,-78.65649,2024-01-12T12:29:59.231Z,0.431578,18.21058,2024-08-05T11:35:54.024Z,,2024-08-31T18:15:34.382Z,,,
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.55,1772137556,50,1773233734,104777461,4.68,4.52,-0.009976290266864751,-0.21893,-279306.7636985779,-0.01576,390688369.813272,390930035.085365,,44.45,-89.78709,2022-01-17T00:34:41.497Z,1.16,291.31107,2020-03-13T02:27:44.591Z,,2024-08-31T18:15:37.034Z,44.46880364220908,usd,4446.880364220908
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02177268,1762921242,51,1871763641,13367450,0.02246619,0.0216672,-2.2721256953562e-05,-0.10425,-493931.84175539017,-0.02801,80985041177.0,85985041177.0,86712634466.0,0.280991,-92.25392,2021-04-19T01:08:21.675Z,0.00191713,1035.32958,2020-03-13T02:29:59.652Z,,2024-08-31T18:15:33.926Z,2.0419222967482966,eth,204.19222967482966
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,1.43,1692574891,52,6121232264,129235509,1.48,1.41,0.01103161,0.78003,14585091.0,0.8692,1187596466.0,4294967296.0,4294967296.0,4.84,-70.6165,2024-03-06T08:35:50.817Z,0.402159,253.94635,2022-06-18T20:54:52.178Z,,2024-08-31T18:15:31.428Z,,,
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1696512670,17.26,1685104107,53,1724293464,51484992,17.6,17.08,0.02086887,0.12105,2796725.0,0.16624,97727222.33,100000000.0,,52.62,-67.38001,2024-03-14T15:06:22.124Z,0.657401,2511.01809,2020-11-03T16:19:30.576Z,,2024-08-31T18:15:39.233Z,,,
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1756.65,1634176712,54,1716857100,47677348,1777.88,1748.52,7.96,0.45496,10893976.0,0.67111,930550.290918776,977631.036950888,1005577.0,6292.31,-72.14074,2021-05-03T21:54:29.333Z,168.36,941.23164,2020-03-16T20:52:36.527Z,,2024-08-31T18:15:39.993Z,,,
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.86,1564876866,55,3757076463,3929148,10.9,10.78,0.063045,0.584,9219274.0,0.59263,144118517.10815412,346010795.0,400000000.0,14.64,-25.79079,2022-10-28T12:32:18.119Z,3.06,254.95308,2023-02-13T19:01:21.899Z,,2024-08-31T18:15:33.307Z,,,
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2505.37,1514917562,56,1514917562,20108939,2531.9,2473.09,32.28,1.30512,24320287.0,1.63158,604999.999959841,604999.999959841,,2808.56,-10.69097,2024-08-24T16:52:46.091Z,2322.58,7.99647,2024-08-08T00:37:09.529Z,,2024-08-31T18:15:36.260Z,,,
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.52,1510318872,57,1510318872,251921527,1.56,1.48,0.03461864,2.33694,34463195.0,2.33513,998926392.0,998926392.0,998926392.0,4.83,-68.67645,2024-03-31T09:34:58.366Z,0.00155464,97125.50499,2023-12-13T07:13:50.873Z,,2024-08-31T18:15:38.579Z,,,
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,21.55,1410750986,58,1410750986,29255684,22.12,21.3,0.119328,0.5568,9578077.0,0.68358,65454185.5381511,65454185.5381511,66000000.0,89.24,-75.94987,2021-11-05T04:14:42.689Z,0.298788,7082.74621,2020-01-31T06:47:36.543Z,,2024-08-31T18:15:34.181Z,28.12225256082262,usd,2812.225256082262
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2801.7,1386856133,59,1386856133,1982087,2833.79,2766.41,35.29,1.27562,20858801.0,1.527,495202.127038493,495202.127038493,,4814.31,-41.84788,2021-12-01T08:03:50.749Z,887.26,215.5346,2022-06-18T20:55:45.957Z,,2024-08-31T18:15:31.748Z,,,
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.145421,1384223274,60,1563906098,27780497,0.148773,0.143798,0.00162262,1.1284,18231226.0,1.33465,9548531509.16547,10788004319.0,10788004319.0,2.84,-94.90392,2021-02-12T07:28:45.775Z,0.052051,178.19873,2022-11-22T10:05:03.503Z,,2024-08-31T18:15:33.240Z,,,
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.982805,1375519554,61,1965026530,26348049,0.996434,0.978475,0.00270349,0.27584,3884189.0,0.28318,1400001000.0,2000000000.0,2000000000.0,1.48,-33.64561,2024-06-01T03:50:55.951Z,0.0142795,6773.8569,2020-06-25T04:17:05.895Z,,2024-08-31T18:15:36.546Z,,,
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,3.9,1306725832,62,1612846868,158071472,4.07,3.88,-0.1009231563788826,-2.52383,-31888465.47610545,-2.3822,335247817.0,413784880.0,500000000.0,20.87,-81.34741,2021-05-19T00:30:09.436Z,0.00851264,45624.25961,2019-09-28T00:00:00.000Z,,2024-08-31T18:15:33.369Z,101.57592450104892,usd,10157.592450104892
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2604.84,1265170806,63,1265170806,5062509,2642.04,2585.33,19.51,0.75463,11582874.0,0.92398,485586.421255022,485586.421255022,,4729.53,-44.88705,2024-03-27T05:26:27.333Z,2142.02,21.68824,2023-12-18T10:41:32.686Z,,2024-08-31T18:15:40.663Z,,,
floki,floki,FLOKI,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.00012547,1215002624,64,1253837024,240573953,0.0001307,0.00012488,4.33874e-07,0.34699,5096934.0,0.42127,9690275539034.0,10000000000000.0,10000000000000.0,0.00034495,-63.67385,2024-06-05T07:25:59.137Z,8.428e-08,148579.5443,2021-07-06T01:11:20.438Z,,2024-08-31T18:15:38.983Z,,,
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.732e-05,1199748030,65,1615094977,76291208,1.794e-05,1.717e-05,-1.02220997561e-07,-0.58678,-2684022.715390682,-0.22322,69474461693558.484,93526183276778.0,93526183276778.0,4.547e-05,-61.97556,2024-03-04T17:05:29.594Z,8.6142e-08,19971.45357,2022-12-29T22:48:46.755Z,,2024-08-31T18:15:36.253Z,,,
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.2,1197947411,68,1197947411,12727291,1.23,1.18,-0.006857162169514375,-0.56908,-4945121.262491941,-0.4111,1000000000.0,1000000000.0,1000000000.0,15.72,-92.42463,2021-04-16T13:15:11.190Z,0.04039979,2847.60749,2020-03-13T02:24:16.483Z,,2024-08-31T18:15:33.586Z,6.987269989458554,usd,698.7269989458554
