id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,roi_times,roi_currency,roi_percentage,market_cap,circulating_supply,total_supply
dogwifcoin,WIF,Dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.58,1580321354,55,1580321354,808336192,1.68,1.49,-0.10117909918324419,-6.01031,-99358350.5649271,-5.91532,998926392.0,998926392.0,998926392.0,4.83,-67.25213,2024-03-31 09:34:58.366000+00:00,0.00155464,101546.4716,2023-12-13 07:13:50.873000+00:00,2024-08-28 20:19:02.841000+00:00,0.0,N/A,0.0,1580321354.0,998926392.0,998926392.0
whitebit,WBT,Whitebit Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,10.77,1552104603,56,3726411834,6503049,10.95,10.55,-0.1328753336897872,-1.21822,-18357993.404213905,-1.16895,144118517.10815412,346010795.0,400000000.0,14.64,-26.45287,2022-10-28 12:32:18.119000+00:00,3.06,251.78626,2023-02-13 19:01:21.899000+00:00,2024-08-28 20:18:58.659000+00:00,0.0,N/A,0.0,1552104603.0,144118517.11,346010795.0
arweave,AR,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,23.39,1524777460,57,1524777460,62230894,24.61,22.66,-1.1457022898477547,-4.66859,-88225540.89306283,-5.46965,65454185.5381511,65454185.5381511,66000000.0,89.24,-73.87181,2021-11-05 04:14:42.689000+00:00,0.298788,7703.37396,2020-01-31 06:47:36.543000+00:00,2024-08-28 20:19:00.187000+00:00,30.614769629160214,usd,3061.4769629160214,1524777460.0,65454185.54,65454185.54
binance-peg-weth,WETH,Binance-Peg Weth,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2517.55,1520962720,58,1520962720,50488174,2585.46,2428.52,-63.100204255757035,-2.44513,-39701802.32642627,-2.5439,604999.999959841,604999.999959841,,2808.56,-10.51994,2024-08-24 16:52:46.091000+00:00,2322.58,8.20329,2024-08-08 00:37:09.529000+00:00,2024-08-28 20:19:00.596000+00:00,0.0,N/A,0.0,1520962720.0,605000.0,605000.0
floki,FLOKI,Floki,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,0.0,1515237753,59,1563660832,958190041,0.00015946,0.00014133,-5.93100364364e-07,-0.37721,-6007165.196612835,-0.39488,9690322362896.0,10000000000000.0,10000000000000.0,0.00034495,-54.86944,2024-06-05 07:25:59.137000+00:00,8.428e-08,184615.15849,2021-07-06 01:11:20.438000+00:00,2024-08-28 20:19:03.494000+00:00,0.0,N/A,0.0,1515237753.0,9690322362896.0,10000000000000.0
the-graph,GRT,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.15,1415902582,60,1599697624,59608495,0.159222,0.144029,-0.010309615554110948,-6.48987,-100948967.82598376,-6.65516,9548531509.16547,10788004319.0,10788004319.0,2.84,-94.80117,2021-02-12 07:28:45.775000+00:00,0.052051,183.80833,2022-11-22 10:05:03.503000+00:00,2024-08-28 20:18:57.878000+00:00,0.0,N/A,0.0,1415902582.0,9548531509.17,10788004319.0
rocket-pool-eth,RETH,Rocket Pool Eth,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2813.0,1393556919,61,1393556919,7034354,2887.64,2703.73,-65.62524269637606,-2.27974,-32167708.204318523,-2.25624,495256.900518512,495256.900518512,,4814.31,-41.76168,2021-12-01 08:03:50.749000+00:00,887.26,216.00234,2022-06-18 20:55:45.957000+00:00,2024-08-28 20:18:57.569000+00:00,0.0,N/A,0.0,1393556919.0,495256.9,495256.9
thorchain,RUNE,Thorchain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,4.05,1356732157,62,1674954181,404338398,4.17,3.86,-0.12037474223205358,-2.88324,-41135024.50873685,-2.9427,335161387.0,413773613.0,500000000.0,20.87,-80.67296,2021-05-19 00:30:09.436000+00:00,0.00851264,47277.60482,2019-09-28 00:00:00+00:00,2024-08-28 20:19:08.530000+00:00,105.70026114645785,usd,10570.026114645783,1356732157.0,335161387.0,413773613.0
bitget-token,BGB,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.95,1335197338,63,1907423406,29855302,0.995772,0.933698,-0.04095394113902994,-4.11481,-58417259.31513977,-4.19178,1400001000.0,2000000000.0,2000000000.0,1.48,-35.71491,2024-06-01 03:50:55.951000+00:00,0.0142795,6559.49214,2020-06-25 04:17:05.895000+00:00,2024-08-28 20:19:00.706000+00:00,0.0,N/A,0.0,1335197338.0,1400001000.0,2000000000.0
mantle-staked-ether,METH,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2620.0,1288206111,64,1288206111,22373091,2693.77,2498.75,-70.68237603666148,-2.62693,-31967893.16702509,-2.42149,491653.687543844,491653.687543844,,4729.53,-44.65273,2024-03-27 05:26:27.333000+00:00,2142.02,22.20561,2023-12-18 10:41:32.686000+00:00,2024-08-28 20:19:05.436000+00:00,0.0,N/A,0.0,1288206111.0,491653.69,491653.69
bonk,BONK,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,0.0,1260097769,65,1696337503,216174755,1.944e-05,1.763e-05,-1.186900828101e-06,-6.12291,-82949289.51367593,-6.1762,69474461693558.484,93526183276778.0,93526183276778.0,4.547e-05,-59.9661,2024-03-04 17:05:29.594000+00:00,8.6142e-08,21032.15795,2022-12-29 22:48:46.755000+00:00,2024-08-28 20:19:03.839000+00:00,0.0,N/A,0.0,1260097769.0,69474461693558.48,93526183276778.0
theta-token,THETA,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.25,1248565791,66,1248565791,28906236,1.33,1.21,-0.07277793028908852,-5.49587,-74392982.34183812,-5.62323,1000000000.0,1000000000.0,1000000000.0,15.72,-92.07774,2021-04-16 13:15:11.190000+00:00,0.04039979,2982.5811,2020-03-13 02:24:16.483000+00:00,2024-08-28 20:19:07.807000+00:00,7.343007462233227,usd,734.3007462233227,1248565791.0,1000000000.0,1000000000.0
fantom,FTM,Fantom,https://coin-images.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.43,1196157529,67,1354598719,316985058,0.462629,0.406426,-0.03442214249806591,-7.44054,-102147610.52849483,-7.86777,2803634835.52659,3175000000.0,3175000000.0,3.46,-87.58205,2021-10-28 05:19:39.845000+00:00,0.00190227,22477.4383,2020-03-13 02:25:38.280000+00:00,2024-08-28 20:19:04.020000+00:00,13.27357801025799,usd,1327.357801025799,1196157529.0,2803634835.53,3175000000.0
helium,HNT,Helium,https://coin-images.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.02,1186321008,68,1564053406,27956259,7.2,6.58,0.0151118,0.2156,-4522173.380028009,-0.37975,169143575.028399,223000000.0,223000000.0,54.88,-87.1605,2021-11-12 23:08:25.301000+00:00,0.113248,6121.70621,2020-04-18 00:19:10.902000+00:00,2024-08-28 20:19:05.824000+00:00,0.0,N/A,0.0,1186321008.0,169143575.03,223000000.0
solv-btc,SOLVBTC,Solv Protocol Solvbtc,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,59141.0,1078707634,69,1078707634,220061,61834.0,57952.0,-2692.7450142898088,-4.35482,1078707634.0,0.0,18262.1154408767,18262.1154408767,21000000.0,70898.0,-16.74006,2024-06-05 16:15:24.629000+00:00,49058.0,20.32626,2024-08-05 06:28:45.311000+00:00,2024-08-28 20:18:25.747000+00:00,0.0,N/A,0.0,1078707634.0,18262.12,18262.12
jupiter-exchange-solana,JUP,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.79,1071247694,70,7935168103,162750198,0.850986,0.772298,-0.05520866854714368,-6.49562,-77079158.660393,-6.7123,1350000000.0,10000000000.0,10000000000.0,2.0,-60.24105,2024-01-31 15:02:47.304000+00:00,0.457464,73.82446,2024-02-21 18:31:05.083000+00:00,2024-08-28 20:19:05.723000+00:00,0.0,N/A,0.0,1071247694.0,1350000000.0,10000000000.0
algorand,ALGO,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.13,1057067931,71,1057067945,56222648,0.133536,0.125097,-0.004992485924000617,-3.73931,-41431240.254755855,-3.77162,8227610636.5169,8227610739.91107,10000000000.0,3.56,-96.40259,2019-06-20 14:51:19.480000+00:00,0.087513,46.38824,2023-09-11 19:42:08.247000+00:00,2024-08-28 20:19:01.152000+00:00,-0.9464495056203195,usd,-94.64495056203195,1057067931.0,8227610636.52,8227610739.91
paypal-usd,PYUSD,Paypal Usd,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,1.0,1039374363,72,1039374363,16351679,1.005,0.992167,0.00090663,0.09067,10401233.0,1.01084,1039080345.18933,1039080345.18933,,1.021,-1.97858,2023-10-23 22:44:57.056000+00:00,0.972731,2.85894,2024-01-03 12:05:24.231000+00:00,2024-08-28 20:19:06.454000+00:00,0.0,N/A,0.0,1039374363.0,1039080345.19,1039080345.19
sei-network,SEI,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.31,1017438144,73,3083145891,162817676,0.323427,0.294697,-0.014993263371826548,-4.63574,-51562281.83130324,-4.82341,3300000000.0,10000000000.0,,1.14,-73.01094,2024-03-16 02:30:23.904000+00:00,0.095364,222.55351,2023-10-19 08:05:30.655000+00:00,2024-08-28 20:19:08.250000+00:00,0.0,N/A,0.0,1017438144.0,3300000000.0,10000000000.0
pyth-network,PYTH,Pyth Network,https://coin-images.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.28,1010891475,74,2788674744,44771429,0.294925,0.267341,-0.015535872270427964,-5.27712,-56055362.59376991,-5.25381,3624988814.11765,10000000000.0,10000000000.0,1.2,-76.68162,2024-03-16 07:01:15.357000+00:00,0.22352,24.80919,2024-08-05 11:30:50.894000+00:00,2024-08-28 20:19:08.580000+00:00,0.0,N/A,0.0,1010891475.0,3624988814.12,10000000000.0
renzo-restaked-eth,EZETH,Renzo Restaked Eth,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,2559.18,1001682147,76,1001682147,43436238,2630.43,2468.13,-62.63757641677694,-2.38909,-16635434.430089235,-1.63362,391185.806801623,391185.806801623,,4106.74,-37.84366,2024-03-12 00:44:29.429000+00:00,2198.04,16.13078,2024-01-26 08:09:59.848000+00:00,2024-08-28 20:19:06.972000+00:00,0.0,N/A,0.0,1001682147.0,391185.81,391185.81
celestia,TIA,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,4.83,1001090591,75,5150447416,121699802,5.25,4.64,-0.41910201672433267,-7.98053,-86066346.45614874,-7.91664,207235308.571682,1066191780.82168,,20.85,-76.71458,2024-02-10 14:30:02.495000+00:00,2.08,133.03162,2023-10-31 15:14:31.951000+00:00,2024-08-28 20:19:02.919000+00:00,0.0,N/A,0.0,1001090591.0,207235308.57,1066191780.82
kucoin-shares,KCS,Kucoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,8.26,972335277,77,1178387922,89434,8.38,8.08,-0.12104984150718856,-1.44463,-13087140.355119705,-1.32807,117971705.288477,142971705.288477,,28.83,-71.46579,2021-12-01 15:09:35.541000+00:00,0.342863,2299.31937,2019-02-07 00:00:00+00:00,2024-08-28 20:19:05.486000+00:00,0.0,N/A,0.0,972335277.0,117971705.29,142971705.29
ondo-finance,ONDO,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.66,953446225,78,6603889172,91713080,0.69108,0.643018,-0.029724602627349102,-4.30777,-42204481.68122864,-4.23888,1443764727.588207,10000000000.0,10000000000.0,1.48,-55.41149,2024-06-03 08:29:55.744000+00:00,0.082171,702.41772,2024-01-18 12:14:30.524000+00:00,2024-08-28 20:19:06.878000+00:00,0.0,N/A,0.0,953446225.0,1443764727.59,10000000000.0
gatechain-token,GT,Gate,https://coin-images.coingecko.com/coins/images/8183/large/gate.png?1696508395,7.3,951229507,79,2189095073,1828162,7.36,7.09,-0.055376849606487255,-0.7525,-6735871.3021889925,-0.70314,130359277.55886991,300000000.0,,12.94,-43.74912,2021-05-12 11:39:16.531000+00:00,0.25754,2726.70817,2020-03-13 02:18:02.481000+00:00,2024-08-28 20:19:03.636000+00:00,0.0,N/A,0.0,951229507.0,130359277.56,300000000.0
jasmycoin,JASMY,Jasmycoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.02,943013903,80,973785526,117327812,0.020729,0.01901404,-0.001224052922386969,-5.90503,-58676630.14074588,-5.85776,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.59475,2021-02-16 03:53:32.207000+00:00,0.00275026,605.81311,2022-12-29 20:41:09.113000+00:00,2024-08-28 20:19:05.389000+00:00,0.0,N/A,0.0,943013903.0,48419999999.31,50000000000.0
lido-dao,LDO,Lido Dao,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,1.05,935002446,81,1045381955,117501974,1.15,1.018,-0.10518541642391543,-9.13031,-93576790.11451614,-9.09767,894412268.285637,1000000000.0,1000000000.0,7.3,-85.74335,2021-08-20 08:35:20.158000+00:00,0.40615,156.34504,2022-06-18 20:55:12.035000+00:00,2024-08-28 20:19:05.815000+00:00,0.0,N/A,0.0,935002446.0,894412268.29,1000000000.0
quant-network,QNT,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,63.6,925397202,82,929743974,20320436,65.92,62.29,-1.861142925745213,-2.84291,-25685936.1489532,-2.7007,14544176.164091088,14612493.0,14612493.0,427.42,-85.20665,2021-09-11 09:15:00.668000+00:00,0.215773,29203.94288,2018-08-23 00:00:00+00:00,2024-08-28 20:19:07.267000+00:00,9.841893067180418,eth,984.1893067180418,925397202.0,14544176.16,14612493.0
notcoin,NOT,Notcoin,https://coin-images.coingecko.com/coins/images/33453/large/rFmThDiD_400x400.jpg?1701876350,0.01,915984192,83,915984192,502638185,0.00947652,0.00837478,-3.932145017139e-05,-0.43805,-622607.5385119915,-0.06793,102474439122.208,102474439122.208,102719221714.0,0.02836145,-68.4708,2024-06-02 18:00:38.587000+00:00,0.00461057,93.94886,2024-05-24 07:12:14.147000+00:00,2024-08-28 20:19:06.625000+00:00,0.0,N/A,0.0,915984192.0,102474439122.21,102474439122.21
ronin-bridged-weth-ronin,WETH,Ronin Bridged Weth (Ronin),https://coin-images.coingecko.com/coins/images/39716/large/WETH.PNG?1723731945,2512.15,904933030,84,904933030,1187303,2582.89,2425.31,-65.25169098848073,-2.53168,-24735006.875822067,-2.66063,360699.586558314,360699.586558314,,2807.8,-10.72835,2024-08-24 17:07:47.789000+00:00,2425.31,3.35066,2024-08-28 01:46:06.015000+00:00,2024-08-28 20:19:06.552000+00:00,0.0,N/A,0.0,904933030.0,360699.59,360699.59
ether-fi-staked-eth,EETH,Ether.Fi Staked Eth,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,2513.22,897110538,85,4993733892,140288,2584.27,2424.99,-61.29810979291642,-2.38095,-11951173.67323172,-1.31467,357035.8756483302,1987427.4989978,,5307.23,-52.59581,2024-08-06 16:16:30.007000+00:00,2155.76,16.70376,2024-02-08 11:26:30.368000+00:00,2024-08-28 20:19:03.299000+00:00,0.0,N/A,0.0,897110538.0,357035.88,1987427.5
coredaoorg,CORE,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.98,885425415,86,2053426411,45370973,1.09,0.935991,-0.10807445392807313,-9.95806,-96548604.6409874,-9.83209,905507673.667799,2100000000.0,2100000000.0,6.14,-84.07046,2023-02-08 12:55:39.828000+00:00,0.334237,192.80185,2023-11-03 01:20:55.441000+00:00,2024-08-28 20:19:03.064000+00:00,0.0,N/A,0.0,885425415.0,905507673.67,2100000000.0
bitcoin-cash-sv,BSV,Bitcoin Sv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,42.7,840662957,87,893916008,19105249,43.68,40.69,-0.9768104853323152,-2.23633,-21290428.644296408,-2.47002,19748971.875,21000000.0,21000000.0,489.75,-91.29607,2021-04-16 17:09:04.630000+00:00,21.43,98.8706,2023-06-10 04:32:12.266000+00:00,2024-08-28 20:19:00.674000+00:00,0.0,N/A,0.0,840662957.0,19748971.88,21000000.0
bittorrent,BTT,Bittorrent,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,0.0,830701495,88,849364848,43068565,8.83803e-07,8.35547e-07,-1.3620871631e-08,-1.56227,-13987020.185953617,-1.65588,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-75.03725,2022-01-21 04:00:31.909000+00:00,3.65368e-07,134.43683,2023-10-13 05:10:41.241000+00:00,2024-08-28 20:19:04.540000+00:00,0.0,N/A,0.0,830701495.0,968246428571000.0,990000000000000.0
flow,FLOW,Flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.54,825682313,89,825682313,34961462,0.571331,0.524783,-0.02982096738376838,-5.22546,-46065363.76269245,-5.28425,1528897406.12668,1528897406.12668,,42.4,-98.72848,2021-04-05 13:49:10.098000+00:00,0.391969,37.53349,2023-09-11 19:41:06.528000+00:00,2024-08-28 20:19:03.406000+00:00,0.0,N/A,0.0,825682313.0,1528897406.13,1528897406.13
fasttoken,FTN,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,2.52,813959710,90,2209042962,178271707,2.59,2.45,-0.050364912461783096,-1.96263,-16184372.558005452,-1.94959,324251070.37373453,880000000.0,1000000000.0,2.6,-3.07504,2024-08-27 18:23:15.020000+00:00,0.398142,531.73724,2023-01-21 10:15:39.503000+00:00,2024-08-28 20:19:03.221000+00:00,0.0,N/A,0.0,813959710.0,324251070.37,880000000.0
based-brett,BRETT,Brett,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,0.08,793798475,91,793798475,41759787,0.085868,0.078893,-0.005207411799021567,-6.08939,-54191826.39900124,-6.39062,9910172938.30351,9910172938.30351,9999998988.0,0.193328,-58.46174,2024-06-09 12:55:51.835000+00:00,0.00084753,9375.212,2024-02-29 08:40:24.951000+00:00,2024-08-28 20:19:02.855000+00:00,0.0,N/A,0.0,793798475.0,9910172938.3,9910172938.3
elrond-erd-2,EGLD,Multiversx,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,28.0,763956479,92,764100406,28785870,29.96,27.14,-1.8991011800182065,-6.35195,-55888909.74296355,-6.81701,27346573.0,27351725.0,31415926.0,545.64,-94.88465,2021-11-23 10:33:26.737000+00:00,6.51,328.96648,2020-10-07 01:44:53.554000+00:00,2024-08-28 20:19:02.101000+00:00,0.0,N/A,0.0,763956479.0,27346573.0,27351725.0
usdd,USDD,Usdd,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,1.0,752003420,93,752003420,2768516,1.004,0.979378,0.00056637,0.0566,1348175.0,0.1796,750991518.717617,750991518.717617,,1.052,-4.91437,2023-10-23 22:45:25.398000+00:00,0.928067,7.76473,2022-06-19 16:15:11.558000+00:00,2024-08-28 20:19:09.516000+00:00,0.0,N/A,0.0,752003420.0,750991518.72,750991518.72
mantra-dao,OM,Mantra,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,0.89,748067061,94,788636356,24451691,0.928077,0.869392,-0.03228075596106461,-3.50562,-27625082.85910511,-3.56135,843162368.65,888888888.0,888888888.0,1.41,-37.48023,2024-07-21 23:11:14.036000+00:00,0.01726188,5020.88379,2023-10-12 17:25:09.068000+00:00,2024-08-28 20:19:05.700000+00:00,0.0,N/A,0.0,748067061.0,843162368.65,888888888.0
dogs-2,DOGS,Dogs,https://coin-images.coingecko.com/coins/images/39699/large/dogs_logo_200x200.png?1723687163,0.0,738588811,95,786112910,1857490490,0.00163299,0.00115585,0.00023617,19.79417,121500636.0,19.68935,516750000000.0,550000000000.0,550000000000.0,0.00163299,-12.52161,2024-08-28 10:10:46.492000+00:00,0.00115585,23.58964,2024-08-27 22:15:41.056000+00:00,2024-08-28 20:18:54.868000+00:00,0.0,N/A,0.0,738588811.0,516750000000.0,550000000000.0
eos,EOS,Eos,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.49,735330179,96,1021896106,123695691,0.514709,0.474887,-0.02616743008732708,-5.09091,-41407169.53001416,-5.33091,1511106037.8708,2100000000.0,2100000000.0,22.71,-97.85354,2018-04-29 07:50:33.540000+00:00,0.408029,19.47419,2024-08-05 06:45:13.453000+00:00,2024-08-28 20:19:04.170000+00:00,-0.5072368557626168,usd,-50.72368557626168,735330179.0,1511106037.87,2100000000.0
beam-2,BEAM,Beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.01,728820246,98,888568771,27256010,0.01527627,0.01372087,-0.001028226142822119,-6.73283,-53242575.93561077,-6.80797,51209507703.0,62434008330.0,62434008330.0,0.04416304,-67.78457,2024-03-10 10:40:22.381000+00:00,0.0043383,227.94664,2023-10-29 08:20:14.064000+00:00,2024-08-28 20:19:00.531000+00:00,0.0,N/A,0.0,728820246.0,51209507703.0,62434008330.0
msol,MSOL,Marinade Staked Sol,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,175.15,728227518,97,728241013,20012959,187.84,170.85,-12.490808633454577,-6.65671,-52002341.367838025,-6.665,4155319.0,4155396.0,4155396.0,261.93,-33.03105,2021-11-07 00:00:00+00:00,8.93,1864.27771,2022-12-29 20:45:33.039000+00:00,2024-08-28 20:19:06.460000+00:00,0.0,N/A,0.0,728227518.0,4155319.0,4155396.0
gala,GALA,Gala,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.02,709971823,99,334191237809365,123871704,0.02003836,0.01818177,-0.001010008541610947,-5.04424,-52901094.03741348,-6.93446,38270729679.6173,1.80144367802097e+16,50000000000.0,0.824837,-97.7083,2021-11-26 01:03:48.731000+00:00,0.00013475,13928.13437,2020-12-28 08:46:48.367000+00:00,2024-08-28 20:19:03.839000+00:00,0.0,N/A,0.0,709971823.0,38270729679.62,1.80144367802097e+16
flare-networks,FLR,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02,708616724,100,1564279808,5963539,0.01544518,0.01469791,-0.000117456991651837,-0.76327,-4529789.637008667,-0.63518,46414488537.1596,102460533059.523,,0.150073,-89.8462,2023-01-10 03:14:05.921000+00:00,0.00827405,84.16736,2023-10-19 03:35:41.663000+00:00,2024-08-28 20:19:02.286000+00:00,0.0,N/A,0.0,708616724.0,46414488537.16,102460533059.52
